GroundTruth,distSensor,halfPlaneSensor
3.11841158355617,3.34327278076853,NaN
2.99273163723665,3.25871841023627,NaN
3.22230106675448,3.26838889556088,NaN
3.28785401267968,3.33442770703909,NaN
3.43129718115928,3.20933408828787,NaN
3.42015087787958,3.26710737262747,NaN
3.42464690032,3.29036418056408,NaN
3.52104753165612,3.20736243620839,NaN
3.57332928210596,3.18212052941242,NaN
3.70197696771013,3.09609765622988,NaN
3.46300023296725,3.21847847376389,NaN
3.62079445945163,3.22725525761688,NaN
3.76194233782265,3.04758456336663,NaN
3.71120585490177,3.07070524399598,NaN
3.89601246895758,2.97147481218748,NaN
3.82543238668357,2.9928536213299,NaN
3.55650503345564,3.26478248963802,NaN
3.6329048649028,3.22253819156791,NaN
3.8927567026625,2.95176518580497,NaN
4.08838507227576,2.68076832756083,NaN
3.80802252776417,3.05338283637459,NaN
3.93221858952109,2.92072512521785,NaN
3.8010451154783,3.00269192676033,NaN
4.03837643420798,2.79657478618463,NaN
3.85438600055142,2.90925456795835,NaN
3.73306741469484,3.04896711930764,NaN
3.7744682915846,3.12973137035471,NaN
4.02675506302255,2.81327039062162,NaN
4.03475314671531,2.86679069207044,NaN
4.02409212309502,2.81653875868105,NaN
4.21475785918135,2.62533012741381,NaN
4.04897561148848,2.79231144239076,NaN
4.05313271028011,2.8017113551677,NaN
3.96748094510648,2.89430804531712,NaN
4.14108564608534,2.68020208373955,NaN
3.95001503104744,2.94954431810616,NaN
3.6865054459587,3.14219468982775,NaN
3.50009494336672,3.23829782373659,NaN
3.677345121244,3.15796637872218,NaN
3.88844775724392,2.97444239888739,NaN
4.0754929605878,2.74035410459633,NaN
4.31377082695989,2.50088491041467,NaN
4.04620394132056,2.86179699327243,NaN
3.88859816912088,2.92506372265922,NaN
3.7740481281112,3.02382202526058,NaN
3.57251825268445,3.1484787486725,NaN
3.65889806825627,3.14198201098118,NaN
3.40776067070235,3.30718582343806,NaN
3.35305716534889,3.32365913804505,NaN
3.60573594404051,3.14227307567103,-1
3.47591955704487,3.31777814497868,NaN
3.37439251909632,3.29827514157589,NaN
3.44948172008417,3.31355239569434,NaN
3.46679983083787,3.22072613656827,NaN
3.65630838187903,3.15743250020862,NaN
3.6292184512364,3.13167732849433,NaN
3.81587474451511,2.99106228972899,NaN
3.53079858370094,3.1939944699421,NaN
3.74556701419355,3.02218475590257,NaN
3.60191189951002,3.15587547073669,NaN
3.41099751761323,3.21090882648765,NaN
3.34535738742429,3.28960637340662,NaN
3.28510268781782,3.26391380892566,NaN
3.03501252464228,3.30944911181055,NaN
3.15271081129581,3.27037212168988,NaN
2.86815463462166,3.2249369688812,NaN
2.95510841384754,3.23030553274416,NaN
2.7527662616457,3.21023312250073,NaN
2.62078145444336,3.14256921706074,NaN
2.32596337463479,2.83663888707122,NaN
2.47343885680175,3.0112804398938,NaN
2.72059958132854,3.17864058109081,NaN
2.98995725879166,3.29458347935391,NaN
3.24511559656762,3.25663253826779,NaN
2.96122726987157,3.21865824842707,NaN
2.88711149319654,3.31089962521839,NaN
2.93611481991702,3.32503508518893,NaN
2.94796180565531,3.19154227877216,NaN
2.77468377983349,3.1718045257527,NaN
2.48115191024239,3.01565884029731,NaN
2.60381246386569,3.13137146548477,NaN
2.35103615200323,2.88192235326988,NaN
2.1547263703102,2.65548351304548,NaN
1.90052016725853,2.42198621268417,NaN
1.95796780445022,2.42468375173406,NaN
2.18749397576279,2.7865263469224,NaN
2.18771759233884,2.72165314831808,NaN
1.99945654532969,2.55949426629219,NaN
1.97594466968922,2.46078502175061,NaN
1.89955026300432,2.39868072935479,NaN
1.76989690591335,2.2641439703196,NaN
1.59760721041287,2.09473349652083,NaN
1.71285847911008,2.23896159867815,NaN
1.64448581761534,2.04462252483998,NaN
1.67511717099327,2.10184378095831,NaN
1.65820609935323,2.10655387865749,NaN
1.78474627186422,2.21750613952391,NaN
1.59591146200955,2.0241159739848,NaN
1.39028433064804,1.78728863275025,NaN
1.50806187665437,1.90226265537374,1
1.38657068212168,1.76638985703225,NaN
1.24265581199337,1.52652593392177,NaN
1.03863714745444,1.4104314313427,NaN
1.2225869993928,1.55860056623684,NaN
1.50918583209472,1.99546412413918,NaN
1.29868452567567,1.67588421307689,NaN
1.12709666031156,1.48828025636073,NaN
1.1592417609064,1.42835936983057,NaN
1.37444540005729,1.72130864193962,NaN
1.35522657773003,1.78268129815513,NaN
1.45764919613419,1.89179448808374,NaN
1.54599335297148,1.99367153370226,NaN
1.77093499383265,2.21493673564217,NaN
1.59866546544316,2.03506447824881,NaN
1.42802085851934,1.78809731571678,NaN
1.36219369987175,1.72647712435084,NaN
1.42699850286131,1.82443611874812,NaN
1.46012860851498,1.85665519955379,NaN
1.24078726666127,1.64056481717364,NaN
1.17529229289799,1.49267750450555,NaN
1.44749722848531,1.84379814103583,NaN
1.26856248726502,1.68555886955471,NaN
1.14224610129351,1.37827569134802,NaN
0.878336760889234,1.28618056971592,NaN
1.03174177275206,1.34871462478836,NaN
1.02291461275557,1.30619611236904,NaN
1.09330721532556,1.31997472603942,NaN
1.00245259310765,1.30503946419492,NaN
1.11273922184501,1.45652030437671,NaN
1.33544769252853,1.75025972343298,NaN
1.06412783403919,1.37428418766212,NaN
1.24323207628466,1.57672409882577,NaN
1.31559709218085,1.63855619125944,NaN
1.04821842236592,1.29209774012284,NaN
0.824064951344374,1.29787957937356,NaN
0.982136312409483,1.33745228283917,NaN
0.889738283863967,1.32534482014043,NaN
0.902696468403902,1.39353302563421,NaN
0.821260328631606,1.31460524612868,NaN
0.682600305383975,1.38205123577503,NaN
0.691812550001282,1.34314593254185,NaN
0.764653446814946,1.37522722999558,NaN
0.951960087619878,1.3288879937928,NaN
0.797773579574605,1.2561130633021,NaN
0.863402559489712,1.35400707369965,NaN
0.97993313526087,1.38029612568528,NaN
0.862326458481142,1.37652816032581,NaN
0.900877153600004,1.36139052401806,NaN
0.77293004648424,1.419375496317,NaN
0.687603632714906,1.27016713655727,1
0.775548976467399,1.4347592265985,NaN
0.723451992125297,1.42953987962002,NaN
0.893188330251561,1.33067655530783,NaN
0.91786520212653,1.3955926137527,NaN
0.776003866241853,1.35383473849254,NaN
0.936411015236772,1.32357836795341,NaN
0.900098313766188,1.33462964193429,NaN
1.05422986121241,1.38922514446725,NaN
1.10838740331134,1.468978998517,NaN
1.38274445479266,1.83503228656871,NaN
1.16464661334856,1.46728602746565,NaN
1.05975857883629,1.41723046032834,NaN
0.853456484586459,1.31060375618353,NaN
0.897176292244956,1.32677964331068,NaN
0.855529569162234,1.38994586972038,NaN
0.726205192887313,1.37356993703505,NaN
0.756949200217965,1.40385093355933,NaN
0.698900321100368,1.36881486920415,NaN
0.845233241966336,1.40822905200643,NaN
0.666749908874519,1.38092634921596,NaN
0.630285121867405,1.44008727452869,NaN
0.535228618371366,1.31938953584732,NaN
0.596879156494511,1.36785359396977,NaN
0.731568260485478,1.40065130895449,NaN
0.783475768323245,1.31677443037257,NaN
0.85359440688139,1.36357601634215,NaN
0.98158814215876,1.31851226307625,NaN
0.976826374061626,1.3714107980515,NaN
0.910495575305913,1.42602235858882,NaN
0.752148971394988,1.38964959297433,NaN
0.906420030060687,1.40796753414757,NaN
1.09115192423297,1.39090108607342,NaN
1.36940842441959,1.7121569907498,NaN
1.42432452165459,1.78100488677272,NaN
1.48179720846722,1.82936828280357,NaN
1.74113870970781,2.17734166621268,NaN
1.97620462805116,2.46318349888622,NaN
2.05272501520754,2.65458382331871,NaN
1.97469587669702,2.5686506381013,NaN
2.26352818829037,2.824808891661,NaN
2.18508868979612,2.79568784377174,NaN
2.33757169248008,2.88683347331144,NaN
2.5216181073479,3.04840540638498,NaN
2.71836234926765,3.14782783094584,NaN
2.90641413532389,3.24222288729918,NaN
3.1608755078596,3.27054987722838,NaN
3.30401570613522,3.27044294380472,NaN
3.26493678300921,3.25697473698888,NaN
3.21712675976401,3.3465555704739,NaN
3.03147665621362,3.27660952454909,1
